county_x,staffed_all_beds,staffed_icu_beds,licensed_all_beds,all_bed_occupancy_rate,icu_bed_occupancy_rate,population,population_20,population_65,staffed_all_beds_[per_1000_people],staffed_all_beds_[per_1000_adults_20+],staffed_all_beds_[per_1000_elderly_65+],staffed_icu_beds_[per_1000_people],staffed_icu_beds_[per_1000_adults_20+],staffed_icu_beds_[per_1000_elderly_65+],licensed_all_beds_per_1000_people,licensed_all_beds_[per_1000_adults_20+],licensed_all_beds_[per_1000_elderly_65+],state,cases,deaths
Raleigh,413.0,43.0,473.0,0.48,0.67,74254.0,57350.0,15317.0,5.562,7.2010000000000005,26.964000000000002,0.579,0.75,2.807,6.37,8.248,30.881,West Virginia,7.0,0.0
Ramsey,1322.0,145.0,1919.0,0.78,0.75,550210.0,406826.0,79328.0,2.403,3.25,16.665,0.264,0.35600000000000004,1.828,3.488,4.717,24.191,Minnesota,219.0,11.0
Ramsey,25.0,0.0,25.0,0.41,0.0,11481.0,8480.0,2282.0,2.178,2.948,10.955,0.0,0.0,0.0,2.178,2.948,10.955,North Dakota,3.0,0.0
Randall,0.0,0.0,4.0,0.0,0.0,136271.0,99585.0,20536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999998,0.04,0.195,Texas,125.0,3.0
Randolph,0.0,0.0,34.0,0.0,0.0,22725.0,17231.0,4625.0,0.0,0.0,0.0,0.0,0.0,0.0,1.496,1.973,7.351,Alabama,60.0,4.0
Randolph,32.0,2.0,50.0,0.16,0.04,17948.0,13318.0,3579.0,1.7830000000000001,2.403,8.941,0.111,0.15,0.5589999999999999,2.786,3.7539999999999996,13.97,Arkansas,14.0,0.0
Randolph,25.0,0.0,25.0,0.15,0.0,6833.0,5230.0,1632.0,3.659,4.78,15.319,0.0,0.0,0.0,3.659,4.78,15.319,Georgia,148.0,17.0
Randolph,75.0,0.0,75.0,0.32,0.0,32106.0,25294.0,5972.0,2.336,2.965,12.559000000000001,0.0,0.0,0.0,2.336,2.965,12.559000000000001,Illinois,63.0,1.0
Randolph,25.0,0.0,25.0,0.17,0.0,24851.0,18585.0,5045.0,1.006,1.345,4.955,0.0,0.0,0.0,1.006,1.345,4.955,Indiana,12.0,2.0
Randolph,33.0,8.0,99.0,0.27,0.24,24763.0,18830.0,4157.0,1.3330000000000002,1.7530000000000001,7.938,0.32299999999999995,0.425,1.9240000000000002,3.998,5.257999999999999,23.815,Missouri,8.0,0.0
Randolph,145.0,12.0,145.0,0.27,0.37,143351.0,107822.0,25440.0,1.012,1.345,5.7,0.084,0.111,0.47200000000000003,1.012,1.345,5.7,North Carolina,82.0,2.0
Randolph,90.0,0.0,90.0,0.29,0.0,28823.0,22741.0,6307.0,3.123,3.958,14.27,0.0,0.0,0.0,3.123,3.958,14.27,West Virginia,4.0,0.0
Rankin,581.0,18.0,2090.0,0.46,0.39,153902.0,114925.0,23539.0,3.775,5.055,24.682,0.11699999999999999,0.157,0.765,13.58,18.186,88.789,Mississippi,148.0,4.0
Ransom,25.0,0.0,25.0,0.38,0.0,5237.0,3936.0,1081.0,4.774,6.352,23.127,0.0,0.0,0.0,4.774,6.352,23.127,,,
Rapides,1115.0,26.0,1164.0,0.66,0.65,130562.0,95010.0,21375.0,8.54,11.735999999999999,52.163999999999994,0.19899999999999998,0.27399999999999997,1.216,8.915,12.251,54.456,Louisiana,217.0,7.0
Ravalli,25.0,5.0,25.0,0.59,0.0,43172.0,34050.0,11138.0,0.579,0.7340000000000001,2.245,0.11599999999999999,0.147,0.449,0.579,0.7340000000000001,2.245,Montana,5.0,0.0
Rawlins,15.0,0.0,24.0,0.23,0.0,2508.0,1936.0,700.0,5.981,7.747999999999999,21.429000000000002,0.0,0.0,0.0,9.568999999999999,12.397,34.286,,,
Ray,25.0,0.0,34.0,0.33,0.0,22883.0,17262.0,4244.0,1.093,1.4480000000000002,5.891,0.0,0.0,0.0,1.486,1.97,8.011000000000001,Missouri,7.0,0.0
Reagan,7.0,0.0,7.0,0.07,0.0,3741.0,2554.0,420.0,1.871,2.741,16.667,0.0,0.0,0.0,1.871,2.741,16.667,,,
Red River,37.0,0.0,37.0,0.58,0.0,8477.0,6323.0,1619.0,4.365,5.852,22.854,0.0,0.0,0.0,4.365,5.852,22.854,Louisiana,22.0,4.0
Red Willow,25.0,0.0,25.0,0.4,0.0,10726.0,8038.0,2231.0,2.331,3.11,11.206,0.0,0.0,0.0,2.331,3.11,11.206,Nebraska,1.0,0.0
Redwood,25.0,0.0,25.0,0.21,0.0,15249.0,11141.0,3225.0,1.639,2.244,7.752000000000001,0.0,0.0,0.0,1.639,2.244,7.752000000000001,Minnesota,1.0,0.0
Reeves,25.0,0.0,25.0,0.34,0.0,15695.0,11806.0,1879.0,1.5930000000000002,2.1180000000000003,13.305,0.0,0.0,0.0,1.5930000000000002,2.1180000000000003,13.305,,,
Refugio,20.0,0.0,20.0,0.08,0.0,7032.0,5253.0,1590.0,2.844,3.807,12.579,0.0,0.0,0.0,2.844,3.807,12.579,,,
Reno,137.0,18.0,200.0,0.33,0.35,62342.0,46766.0,12320.0,2.198,2.929,11.12,0.289,0.385,1.4609999999999999,3.208,4.277,16.234,Kansas,15.0,0.0
Rensselaer,257.0,24.0,292.0,0.55,0.22,159442.0,123208.0,27031.0,1.6119999999999999,2.086,9.508,0.151,0.195,0.888,1.831,2.37,10.802,New York,186.0,11.0
Renville,16.0,0.0,16.0,0.27,0.0,14612.0,10917.0,3040.0,1.095,1.466,5.263,0.0,0.0,0.0,1.095,1.466,5.263,Minnesota,3.0,0.0
Republic,25.0,0.0,25.0,0.65,0.0,4664.0,3617.0,1294.0,5.36,6.912000000000001,19.32,0.0,0.0,0.0,5.36,6.912000000000001,19.32,Kansas,4.0,0.0
Rhea,25.0,3.0,25.0,0.31,0.2,33044.0,24672.0,6149.0,0.757,1.013,4.066,0.091,0.122,0.488,0.757,1.013,4.066,Tennessee,4.0,0.0
Rice,25.0,0.0,25.0,0.51,0.0,9531.0,6979.0,1843.0,2.623,3.582,13.565,0.0,0.0,0.0,2.623,3.582,13.565,,,
Rice,32.0,0.0,49.0,0.37,0.0,66523.0,48821.0,10250.0,0.48100000000000004,0.655,3.122,0.0,0.0,0.0,0.737,1.004,4.78,Minnesota,7.0,1.0
Richardson,0.0,0.0,24.0,0.0,0.0,7937.0,6088.0,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0239999999999996,3.9419999999999997,12.257,,,
Richland,47.0,8.0,134.0,0.29,0.13,15763.0,11806.0,3228.0,2.9819999999999998,3.9810000000000003,14.56,0.508,0.6779999999999999,2.478,8.501,11.35,41.512,Illinois,2.0,0.0
Richland,63.0,2.0,63.0,0.23,0.08,20192.0,14979.0,3544.0,3.12,4.206,17.777,0.099,0.134,0.564,3.12,4.206,17.777,Louisiana,42.0,0.0
Richland,25.0,0.0,25.0,0.54,0.0,10913.0,7925.0,1632.0,2.291,3.155,15.319,0.0,0.0,0.0,2.291,3.155,15.319,Montana,3.0,0.0
Richland,279.0,37.0,409.0,0.58,0.44,121099.0,92231.0,23565.0,2.3040000000000003,3.025,11.84,0.306,0.401,1.57,3.377,4.435,17.355999999999998,Ohio,68.0,1.0
Richland,2124.0,227.0,2676.0,0.68,0.77,414576.0,307173.0,52790.0,5.122999999999999,6.915,40.235,0.5479999999999999,0.7390000000000001,4.3,6.455,8.712,50.691,South Carolina,725.0,15.0
Richland,25.0,4.0,25.0,0.44,0.26,17377.0,13221.0,3972.0,1.439,1.891,6.294,0.23,0.303,1.0070000000000001,1.439,1.891,6.294,Wisconsin,9.0,1.0
Richmond,2424.0,405.0,3221.0,0.68,0.77,201554.0,148997.0,28342.0,12.027000000000001,16.269000000000002,85.527,2.009,2.718,14.29,15.981,21.618000000000002,113.648,Georgia,313.0,13.0
Richmond,0.0,0.0,163.0,0.0,0.0,44887.0,33583.0,8056.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6310000000000002,4.854,20.233,North Carolina,22.0,2.0
Richmond,1060.0,114.0,1479.0,0.88,0.85,476179.0,361355.0,77053.0,2.226,2.9330000000000003,13.757,0.239,0.315,1.48,3.1060000000000003,4.093,19.195,,,
Richmond,715.0,86.0,1504.0,0.86,0.9,228783.0,180589.0,30172.0,3.125,3.9589999999999996,23.697,0.376,0.47600000000000003,2.85,6.574,8.328,49.848,Virginia,53.0,0.0
Riley,99.0,8.0,163.0,0.37,0.0,73703.0,55931.0,7009.0,1.3430000000000002,1.77,14.125,0.109,0.14300000000000002,1.141,2.2119999999999997,2.9139999999999997,23.256,Kansas,31.0,0.0
Ringgold,16.0,0.0,16.0,0.18,0.0,4968.0,3694.0,1219.0,3.221,4.331,13.126,0.0,0.0,0.0,3.221,4.331,13.126,,,
Rio Arriba,52.0,8.0,70.0,0.42,0.4,39006.0,28936.0,7558.0,1.3330000000000002,1.797,6.88,0.205,0.276,1.058,1.795,2.419,9.262,New Mexico,11.0,0.0
Rio Blanco,25.0,0.0,71.0,0.56,0.0,6336.0,4606.0,985.0,3.946,5.428,25.381,0.0,0.0,0.0,11.206,15.415,72.081,Colorado,1.0,0.0
Rio Grande,17.0,0.0,17.0,0.39,0.0,11250.0,8422.0,2276.0,1.511,2.019,7.468999999999999,0.0,0.0,0.0,1.511,2.019,7.468999999999999,Colorado,7.0,0.0
Ripley,25.0,7.0,25.0,0.62,0.08,28523.0,21093.0,5085.0,0.8759999999999999,1.185,4.916,0.245,0.332,1.3769999999999998,0.8759999999999999,1.185,4.916,Indiana,86.0,3.0
Ripley,0.0,0.0,21.0,0.0,0.0,13401.0,10063.0,2734.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567,2.0869999999999997,7.681,Missouri,4.0,0.0
Riverside,3624.0,410.0,4150.0,0.58,0.59,2450758.0,1765227.0,353122.0,1.479,2.053,10.263,0.16699999999999998,0.23199999999999998,1.161,1.693,2.351,11.752,California,3084.0,99.0
Roane,52.0,6.0,54.0,0.53,0.8,53140.0,42106.0,12108.0,0.9790000000000001,1.235,4.295,0.113,0.142,0.496,1.016,1.2819999999999998,4.46,Tennessee,8.0,0.0
Roane,25.0,0.0,60.0,0.31,0.0,13932.0,10758.0,3054.0,1.794,2.324,8.186,0.0,0.0,0.0,4.3069999999999995,5.577000000000001,19.646,West Virginia,5.0,0.0
Roanoke,1528.0,107.0,1932.0,1.1400000000000001,0.87,193993.0,148906.0,36671.0,15.46,20.326999999999998,89.549,1.071,1.416,6.477,19.503,25.671999999999997,114.004,Virginia,31.0,0.0
Roberts,25.0,0.0,25.0,0.21,0.0,10447.0,7208.0,2033.0,2.3930000000000002,3.468,12.297,0.0,0.0,0.0,2.3930000000000002,3.468,12.297,South Dakota,4.0,0.0
Robertson,109.0,8.0,109.0,0.27,0.57,71012.0,52491.0,10520.0,1.535,2.077,10.360999999999999,0.113,0.152,0.76,1.535,2.077,10.360999999999999,Tennessee,123.0,0.0
Robeson,256.0,25.0,452.0,0.75,0.61,131831.0,94625.0,20065.0,1.942,2.705,12.759,0.19,0.264,1.246,3.429,4.777,22.526999999999997,North Carolina,34.0,0.0
Rock,25.0,0.0,28.0,0.27,0.0,9414.0,6790.0,1867.0,2.656,3.682,13.39,0.0,0.0,0.0,2.9739999999999998,4.124,14.997,Minnesota,5.0,0.0
Rock,24.0,0.0,24.0,0.09,0.0,1360.0,1068.0,363.0,17.647000000000002,22.471999999999998,66.116,0.0,0.0,0.0,17.647000000000002,22.471999999999998,66.116,,,
Rock,367.0,33.0,564.0,0.44,0.47,163129.0,121299.0,27022.0,2.25,3.0260000000000002,13.582,0.20199999999999999,0.272,1.2209999999999999,3.457,4.65,20.872,Wisconsin,86.0,4.0
Rock Island,442.0,58.0,472.0,0.38,0.64,143477.0,107855.0,27672.0,3.0810000000000004,4.098,15.972999999999999,0.40399999999999997,0.5379999999999999,2.096,3.29,4.376,17.057000000000002,Illinois,242.0,6.0
Rockcastle,20.0,0.0,26.0,0.5,0.0,16750.0,12791.0,3041.0,1.194,1.564,6.577000000000001,0.0,0.0,0.0,1.5519999999999998,2.033,8.55,Kentucky,11.0,0.0
Rockdale,141.0,16.0,141.0,0.87,0.58,90594.0,65736.0,13059.0,1.556,2.145,10.797,0.177,0.243,1.225,1.556,2.145,10.797,Georgia,144.0,6.0
Rockingham,108.0,9.0,339.0,0.27,0.54,90690.0,70399.0,18552.0,1.1909999999999998,1.534,5.821000000000001,0.099,0.128,0.485,3.738,4.815,18.273,North Carolina,20.0,2.0
Rockingham,574.0,43.0,685.0,0.7,0.72,309176.0,243104.0,55538.0,1.857,2.3609999999999998,10.335,0.139,0.177,0.774,2.2159999999999997,2.818,12.334000000000001,New Hampshire,519.0,13.0
Rockingham,238.0,34.0,238.0,0.62,0.8,81244.0,61182.0,15472.0,2.929,3.89,15.383,0.418,0.556,2.198,2.929,3.89,15.383,Virginia,122.0,1.0
Rockland,650.0,39.0,832.0,0.7,0.0,325695.0,225437.0,51107.0,1.996,2.883,12.718,0.12,0.17300000000000001,0.763,2.555,3.6910000000000003,16.28,New York,9699.0,309.0
Rockwall,182.0,20.0,245.0,0.65,0.64,100657.0,70933.0,12594.0,1.808,2.5660000000000003,14.450999999999999,0.19899999999999998,0.282,1.588,2.434,3.4539999999999997,19.454,Texas,48.0,0.0
Roger Mills,15.0,0.0,15.0,0.15,0.0,3656.0,2658.0,760.0,4.103,5.643,19.737000000000002,0.0,0.0,0.0,4.103,5.643,19.737000000000002,,,
Rogers,100.0,6.0,127.0,0.29,0.47,91984.0,68175.0,15081.0,1.087,1.4669999999999999,6.631,0.065,0.08800000000000001,0.39799999999999996,1.381,1.8630000000000002,8.421,Oklahoma,42.0,3.0
Rolette,52.0,0.0,25.0,0.24,0.0,14301.0,9073.0,1671.0,3.636,5.731,31.119,0.0,0.0,0.0,1.7480000000000002,2.755,14.960999999999999,North Dakota,1.0,0.0
Rooks,16.0,0.0,20.0,0.35,0.0,5013.0,3794.0,1113.0,3.1919999999999997,4.217,14.376,0.0,0.0,0.0,3.99,5.271,17.969,Kansas,4.0,0.0
Roosevelt,75.0,0.0,75.0,0.4,0.0,11059.0,7061.0,1266.0,6.782,10.622,59.242,0.0,0.0,0.0,6.782,10.622,59.242,Montana,7.0,0.0
Roosevelt,20.0,0.0,24.0,0.12,0.0,18743.0,13269.0,2672.0,1.067,1.507,7.485,0.0,0.0,0.0,1.28,1.8090000000000002,8.982000000000001,New Mexico,4.0,0.0
Roseau,25.0,0.0,25.0,0.34,0.0,15150.0,11158.0,2651.0,1.65,2.241,9.43,0.0,0.0,0.0,1.65,2.241,9.43,Minnesota,1.0,0.0
Rosebud,25.0,1.0,25.0,0.34,0.04,9063.0,6207.0,1431.0,2.758,4.0280000000000005,17.47,0.11,0.161,0.6990000000000001,2.758,4.0280000000000005,17.47,,,
Ross,189.0,12.0,261.0,0.59,0.67,76931.0,59059.0,12852.0,2.457,3.2,14.706,0.156,0.203,0.934,3.3930000000000002,4.419,20.308,Ohio,30.0,1.0
Routt,39.0,4.0,39.0,0.26,0.1,25733.0,20527.0,3974.0,1.516,1.9,9.814,0.155,0.195,1.0070000000000001,1.516,1.9,9.814,Colorado,52.0,3.0
Rowan,90.0,14.0,149.0,0.46,0.64,24583.0,18008.0,3449.0,3.661,4.998,26.095,0.569,0.777,4.059,6.061,8.274,43.201,Kentucky,2.0,0.0
Rowan,169.0,20.0,268.0,0.72,0.62,141262.0,106459.0,24830.0,1.196,1.587,6.806,0.142,0.188,0.805,1.8969999999999998,2.517,10.793,North Carolina,269.0,14.0
Runnels,31.0,0.0,50.0,0.15,0.0,10234.0,7670.0,2126.0,3.029,4.042,14.581,0.0,0.0,0.0,4.886,6.519,23.518,,,
Rush,25.0,0.0,25.0,0.14,0.0,16663.0,12496.0,3056.0,1.5,2.001,8.181000000000001,0.0,0.0,0.0,1.5,2.001,8.181000000000001,Indiana,21.0,1.0
Rush,16.0,0.0,25.0,1.0,0.0,3093.0,2380.0,768.0,5.172999999999999,6.723,20.833000000000002,0.0,0.0,0.0,8.083,10.504000000000001,32.552,,,
Rusk,41.0,0.0,96.0,0.3,0.0,54450.0,41046.0,9027.0,0.753,0.9990000000000001,4.542,0.0,0.0,0.0,1.7630000000000001,2.339,10.635,Texas,28.0,1.0
Rusk,25.0,4.0,25.0,0.15,0.04,14147.0,11003.0,3424.0,1.767,2.272,7.301,0.28300000000000003,0.364,1.168,1.767,2.272,7.301,Wisconsin,4.0,0.0
Russell,19.0,0.0,25.0,0.33,0.0,6907.0,5290.0,1689.0,2.7510000000000003,3.592,11.249,0.0,0.0,0.0,3.62,4.726,14.802,,,
Russell,25.0,2.0,25.0,0.32,0.13,17821.0,13450.0,3597.0,1.403,1.859,6.95,0.11199999999999999,0.149,0.556,1.403,1.859,6.95,Kentucky,16.0,2.0
Russell,49.0,5.0,78.0,0.15,0.29,26748.0,21186.0,5773.0,1.8319999999999999,2.313,8.488,0.187,0.23600000000000002,0.866,2.9160000000000004,3.682,13.511,Virginia,2.0,0.0
Rutherford,111.0,18.0,143.0,0.27,0.21,66826.0,51654.0,14421.0,1.661,2.149,7.697,0.26899999999999996,0.348,1.248,2.14,2.7680000000000002,9.916,North Carolina,80.0,4.0
Rutherford,761.0,78.0,839.0,0.7,0.72,324890.0,234871.0,33966.0,2.342,3.24,22.405,0.24,0.332,2.296,2.582,3.572,24.701,Tennessee,345.0,7.0
Rutland,124.0,13.0,188.0,0.73,0.15,58672.0,46454.0,12955.0,2.113,2.6689999999999996,9.572000000000001,0.222,0.28,1.003,3.2039999999999997,4.047,14.512,Vermont,44.0,1.0
Sabine,48.0,0.0,48.0,0.07,0.0,24032.0,17845.0,4980.0,1.9969999999999999,2.69,9.639,0.0,0.0,0.0,1.9969999999999999,2.69,9.639,Louisiana,14.0,0.0
Sabine,25.0,0.0,25.0,0.14,0.0,10589.0,8418.0,3234.0,2.3609999999999998,2.97,7.73,0.0,0.0,0.0,2.3609999999999998,2.97,7.73,Texas,1.0,0.0
Sac,25.0,0.0,25.0,0.08,0.0,9719.0,7354.0,2283.0,2.572,3.4,10.950999999999999,0.0,0.0,0.0,2.572,3.4,10.950999999999999,,,
Sacramento,3200.0,396.0,3455.0,0.7,0.62,1540975.0,1142245.0,217601.0,2.077,2.802,14.706,0.257,0.34700000000000003,1.82,2.242,3.025,15.878,California,971.0,36.0
Saginaw,724.0,112.0,1152.0,0.7,0.77,190800.0,144599.0,36783.0,3.795,5.007,19.683,0.5870000000000001,0.775,3.045,6.037999999999999,7.9670000000000005,31.319000000000003,Michigan,474.0,35.0
Salem,209.0,19.0,222.0,0.27,0.48,62607.0,47866.0,11637.0,3.338,4.3660000000000005,17.96,0.303,0.397,1.633,3.5460000000000003,4.638,19.077,New Jersey,134.0,6.0
Salem,330.0,36.0,506.0,0.67,0.68,25643.0,19349.0,4836.0,12.869000000000002,17.055,68.238,1.4040000000000001,1.861,7.444,19.732,26.151,104.632,,,
Saline,207.0,16.0,257.0,0.54,0.54,121421.0,90695.0,21564.0,1.705,2.282,9.599,0.132,0.17600000000000002,0.742,2.117,2.8339999999999996,11.918,Arkansas,48.0,1.0
Saline,65.0,0.0,102.0,0.31,0.0,23906.0,18221.0,4845.0,2.719,3.5669999999999997,13.415999999999999,0.0,0.0,0.0,4.2669999999999995,5.598,21.053,Illinois,3.0,0.0
Saline,191.0,18.0,392.0,0.51,0.64,54401.0,40413.0,9756.0,3.511,4.726,19.578,0.331,0.445,1.845,7.206,9.7,40.18,Kansas,17.0,2.0
Saline,57.0,7.0,75.0,0.27,0.37,22895.0,16928.0,4182.0,2.49,3.367,13.63,0.306,0.414,1.6740000000000002,3.2760000000000002,4.431,17.934,Missouri,55.0,0.0
Saline,43.0,0.0,43.0,0.1,0.0,14350.0,10096.0,2155.0,2.997,4.2589999999999995,19.954,0.0,0.0,0.0,2.997,4.2589999999999995,19.954,Nebraska,16.0,0.0
Salt Lake,2941.0,381.0,3717.0,0.6,0.61,1152633.0,810463.0,125157.0,2.552,3.6289999999999996,23.498,0.331,0.47,3.0439999999999996,3.225,4.586,29.699,Utah,1795.0,19.0
Sampson,71.0,8.0,146.0,0.41,0.52,63626.0,46505.0,11336.0,1.1159999999999999,1.527,6.263,0.126,0.172,0.706,2.295,3.139,12.879000000000001,North Carolina,23.0,0.0
San Augustine,9.0,0.0,18.0,0.19,0.0,8232.0,6451.0,2177.0,1.093,1.395,4.1339999999999995,0.0,0.0,0.0,2.187,2.79,8.267999999999999,Texas,14.0,1.0
San Benito,49.0,8.0,111.0,0.38,0.33,61537.0,44030.0,7937.0,0.7959999999999999,1.113,6.1739999999999995,0.13,0.182,1.008,1.804,2.521,13.985,California,46.0,2.0
San Bernardino,6150.0,425.0,6340.0,0.64,0.66,2171603.0,1538834.0,251361.0,2.832,3.997,24.467,0.196,0.276,1.6909999999999998,2.92,4.12,25.223000000000003,California,1489.0,67.0
San Diego,6581.0,644.0,8533.0,0.66,0.57,3343364.0,2530033.0,469454.0,1.9680000000000002,2.6010000000000004,14.017999999999999,0.193,0.255,1.3719999999999999,2.552,3.373,18.176,California,2491.0,96.0
San Francisco,2885.0,343.0,4364.0,0.64,0.59,883305.0,750638.0,138249.0,3.266,3.843,20.868000000000002,0.38799999999999996,0.457,2.481,4.941,5.814,31.566,California,1236.0,21.0
San Germán,232.0,18.0,232.0,0.58,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
San Joaquin,1334.0,131.0,1385.0,0.58,0.64,752660.0,527329.0,95916.0,1.7719999999999998,2.53,13.908,0.174,0.248,1.3659999999999999,1.84,2.6260000000000003,14.44,California,472.0,20.0
San Juan,262.0,10.0,272.0,0.48,0.79,125043.0,88880.0,18685.0,2.095,2.948,14.022,0.08,0.113,0.535,2.175,3.06,14.557,New Mexico,339.0,22.0
San Juan,2284.0,254.0,2606.0,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
San Juan,32.0,1.0,36.0,0.2,0.1,15449.0,10182.0,2187.0,2.0709999999999997,3.1430000000000002,14.632,0.065,0.098,0.457,2.33,3.536,16.461,Utah,34.0,2.0
San Juan,10.0,0.0,10.0,0.06,0.0,17128.0,14669.0,5839.0,0.584,0.682,1.713,0.0,0.0,0.0,0.584,0.682,1.713,Washington,16.0,0.0
San Luis Obispo,1619.0,54.0,1649.0,0.44,0.32,284010.0,221032.0,57040.0,5.7010000000000005,7.325,28.384,0.19,0.244,0.9470000000000001,5.806,7.46,28.91,California,142.0,1.0
San Mateo,1920.0,131.0,2674.0,0.39,0.41,769545.0,596430.0,123921.0,2.495,3.219,15.494000000000002,0.17,0.22,1.057,3.475,4.4830000000000005,21.578000000000003,California,958.0,39.0
San Miguel,226.0,8.0,234.0,0.2,0.0,27591.0,21535.0,5992.0,8.191,10.495,37.717,0.29,0.371,1.335,8.481,10.866,39.052,New Mexico,2.0,0.0
San Patricio,0.0,0.0,75.0,0.0,0.0,66893.0,47281.0,10021.0,0.0,0.0,0.0,0.0,0.0,0.0,1.121,1.5859999999999999,7.484,Texas,9.0,0.0
Sanders,16.0,0.0,16.0,0.32,0.0,11844.0,9543.0,3701.0,1.351,1.6769999999999998,4.323,0.0,0.0,0.0,1.351,1.6769999999999998,4.323,,,
Sandoval,60.0,0.0,259.0,0.54,0.0,145179.0,107962.0,25756.0,0.413,0.556,2.33,0.0,0.0,0.0,1.784,2.399,10.056000000000001,New Mexico,341.0,6.0
Sandusky,188.0,18.0,421.0,0.15,0.21,58799.0,44410.0,11041.0,3.197,4.2330000000000005,17.027,0.306,0.405,1.63,7.16,9.48,38.131,Ohio,17.0,2.0
Sangamon,907.0,93.0,1062.0,0.69,0.75,195348.0,147605.0,34887.0,4.643,6.145,25.998,0.47600000000000003,0.63,2.6660000000000004,5.436,7.195,30.441,Illinois,69.0,5.0
Sanilac,65.0,0.0,65.0,0.14,0.0,41182.0,31497.0,8819.0,1.578,2.064,7.37,0.0,0.0,0.0,1.578,2.064,7.37,Michigan,32.0,3.0
Sanpete,43.0,0.0,43.0,0.31,0.0,30623.0,21196.0,4273.0,1.4040000000000001,2.029,10.062999999999999,0.0,0.0,0.0,1.4040000000000001,2.029,10.062999999999999,Utah,3.0,0.0
Santa Barbara,713.0,82.0,1055.0,0.62,0.62,446527.0,327086.0,68465.0,1.597,2.18,10.414000000000001,0.184,0.251,1.198,2.363,3.225,15.409,California,440.0,5.0
Santa Clara,4252.0,328.0,4858.0,0.59,0.57,1937570.0,1468830.0,261131.0,2.195,2.895,16.283,0.16899999999999998,0.223,1.256,2.5069999999999997,3.307,18.604,California,1962.0,95.0
Santa Cruz,25.0,0.0,25.0,0.39,0.0,46511.0,32672.0,8421.0,0.5379999999999999,0.765,2.969,0.0,0.0,0.0,0.5379999999999999,0.765,2.969,Arizona,28.0,0.0
Santa Cruz,354.0,22.0,374.0,0.55,0.83,274255.0,208062.0,45127.0,1.291,1.7009999999999998,7.845,0.08,0.106,0.488,1.364,1.798,8.288,California,111.0,2.0
Santa Fe,189.0,18.0,223.0,0.63,0.6,150056.0,119928.0,36485.0,1.26,1.5759999999999998,5.18,0.12,0.15,0.493,1.486,1.859,6.112,New Mexico,93.0,0.0
Santa Rosa,294.0,16.0,385.0,0.55,0.51,179349.0,136195.0,28645.0,1.639,2.1590000000000003,10.264000000000001,0.08900000000000001,0.11699999999999999,0.5589999999999999,2.147,2.827,13.44,Florida,144.0,6.0
Sarasota,1277.0,118.0,1628.0,0.57,0.53,426718.0,359105.0,156509.0,2.9930000000000003,3.556,8.158999999999999,0.27699999999999997,0.32899999999999996,0.754,3.815,4.533,10.402000000000001,Florida,299.0,31.0
Saratoga,259.0,19.0,259.0,0.88,0.0,230163.0,178539.0,41728.0,1.125,1.4509999999999998,6.207000000000001,0.083,0.106,0.455,1.125,1.4509999999999998,6.207000000000001,New York,264.0,2.0
Sarpy,89.0,8.0,212.0,0.52,0.54,184459.0,129722.0,21677.0,0.48200000000000004,0.6859999999999999,4.106,0.043,0.062,0.369,1.149,1.6340000000000001,9.78,Nebraska,57.0,0.0
Sauk,104.0,10.0,161.0,0.34,0.26,64249.0,48315.0,11900.0,1.619,2.153,8.738999999999999,0.156,0.207,0.84,2.506,3.332,13.529000000000002,Wisconsin,36.0,3.0
Saunders,16.0,0.0,16.0,0.13,0.0,21303.0,15670.0,3992.0,0.7509999999999999,1.021,4.008,0.0,0.0,0.0,0.7509999999999999,1.021,4.008,Nebraska,6.0,0.0
Sawyer,25.0,0.0,25.0,0.33,0.0,16489.0,12980.0,4275.0,1.516,1.926,5.848,0.0,0.0,0.0,1.516,1.926,5.848,Wisconsin,2.0,0.0
Schenectady,351.0,36.0,538.0,0.75,0.83,155350.0,118103.0,26590.0,2.259,2.972,13.2,0.23199999999999998,0.305,1.354,3.463,4.555,20.233,New York,280.0,19.0
Schleicher,0.0,0.0,14.0,0.0,0.0,2895.0,2066.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,4.836,6.776,24.691,,,
Schoharie,40.0,0.0,40.0,0.27,0.0,31097.0,24456.0,6797.0,1.286,1.636,5.885,0.0,0.0,0.0,1.286,1.636,5.885,New York,20.0,0.0
Schoolcraft,12.0,0.0,12.0,0.38,0.0,8068.0,6551.0,2162.0,1.4869999999999999,1.8319999999999999,5.55,0.0,0.0,0.0,1.4869999999999999,1.8319999999999999,5.55,Michigan,3.0,0.0
Schuyler,22.0,0.0,22.0,0.16,0.0,6907.0,5527.0,1574.0,3.185,3.98,13.977,0.0,0.0,0.0,3.185,3.98,13.977,Illinois,1.0,0.0
Schuyler,25.0,0.0,25.0,0.39,0.0,17912.0,14117.0,3822.0,1.396,1.771,6.541,0.0,0.0,0.0,1.396,1.771,6.541,New York,7.0,0.0
